Unix_Timestamp,Date,Symbol,Open,High,Low,Close,Volume Pair,Volume,Year,Month
1678921200000,2023-03-15T23:00:00.000Z,ETH/USD,1655.77,1660.97,1652.56,1655.54,133.947585,221755.5848709,2023,3
1678917600000,2023-03-15T22:00:00.000Z,ETH/USD,1659.97,1671.46,1650.0,1655.77,185.299975,306814.13960575,2023,3
1678914000000,2023-03-15T21:00:00.000Z,ETH/USD,1653.22,1660.83,1652.39,1659.97,69.452209,115288.58337373,2023,3
1678910400000,2023-03-15T20:00:00.000Z,ETH/USD,1650.85,1659.21,1644.27,1653.22,118.281901,195546.00437122,2023,3
1678906800000,2023-03-15T19:00:00.000Z,ETH/USD,1650.0,1659.95,1641.27,1650.85,307.146259,507052.40167014993,2023,3
1678903200000,2023-03-15T18:00:00.000Z,ETH/USD,1633.77,1650.0,1625.0,1650.0,617.810386,1019387.1369,2023,3
1678899600000,2023-03-15T17:00:00.000Z,ETH/USD,1620.91,1635.98,1615.25,1633.77,265.733025,434146.64425425,2023,3
1678896000000,2023-03-15T16:00:00.000Z,ETH/USD,1639.45,1647.27,1617.04,1620.91,234.089159,379437.45871469,2023,3
1678892400000,2023-03-15T15:00:00.000Z,ETH/USD,1661.51,1661.51,1631.03,1639.45,321.526439,527126.52041855,2023,3
1678888800000,2023-03-15T14:00:00.000Z,ETH/USD,1673.78,1682.81,1638.83,1661.51,592.113127,983801.8816417699,2023,3
1678885200000,2023-03-15T13:00:00.000Z,ETH/USD,1684.01,1701.41,1672.26,1673.78,176.859715,296024.2537727,2023,3
1678881600000,2023-03-15T12:00:00.000Z,ETH/USD,1689.67,1705.22,1664.13,1684.01,61.465826,103509.06564226,2023,3
1678878000000,2023-03-15T11:00:00.000Z,ETH/USD,1687.82,1689.67,1659.92,1689.67,238.753095,403413.94202865,2023,3
1678874400000,2023-03-15T10:00:00.000Z,ETH/USD,1696.59,1699.19,1685.04,1687.82,21.521149,36323.82570518,2023,3
1678870800000,2023-03-15T09:00:00.000Z,ETH/USD,1705.16,1705.68,1691.59,1696.59,45.514404,77219.28268235999,2023,3
1678867200000,2023-03-15T08:00:00.000Z,ETH/USD,1713.17,1713.17,1703.17,1705.16,13.161827,22443.02092732,2023,3
1678863600000,2023-03-15T07:00:00.000Z,ETH/USD,1709.56,1713.17,1705.3,1713.17,7.387552,12656.13245984,2023,3
1678860000000,2023-03-15T06:00:00.000Z,ETH/USD,1705.22,1712.73,1700.92,1709.56,14.717351,25160.19457556,2023,3
1678856400000,2023-03-15T05:00:00.000Z,ETH/USD,1709.66,1715.29,1705.01,1705.22,24.164065,41205.0469193,2023,3
1678852800000,2023-03-15T04:00:00.000Z,ETH/USD,1708.05,1710.88,1705.78,1709.66,73.616882,125859.83848012002,2023,3
1678849200000,2023-03-15T03:00:00.000Z,ETH/USD,1713.33,1714.22,1704.0,1708.05,248.550494,424536.6712767,2023,3
1678845600000,2023-03-15T02:00:00.000Z,ETH/USD,1714.0,1718.79,1710.0,1713.33,233.126257,399422.20990581,2023,3
1678842000000,2023-03-15T01:00:00.000Z,ETH/USD,1705.84,1721.94,1703.89,1714.0,495.055805,848525.64977,2023,3
1678838400000,2023-03-15T00:00:00.000Z,ETH/USD,1704.78,1707.92,1687.1,1705.84,105.61926,180169.5584784,2023,3
1678834800000,2023-03-14T23:00:00.000Z,ETH/USD,1707.71,1711.71,1702.72,1704.78,177.149608,302001.10872624,2023,3
1678831200000,2023-03-14T22:00:00.000Z,ETH/USD,1699.0,1713.34,1696.02,1707.71,80.57362,137596.3766102,2023,3
1678827600000,2023-03-14T21:00:00.000Z,ETH/USD,1705.74,1707.87,1666.84,1699.0,218.072352,370504.926048,2023,3
1678824000000,2023-03-14T20:00:00.000Z,ETH/USD,1729.86,1730.55,1699.58,1705.74,160.579198,273906.36119652,2023,3
1678820400000,2023-03-14T19:00:00.000Z,ETH/USD,1731.75,1739.92,1694.0,1729.86,1012.151529,1750880.44395594,2023,3
1678816800000,2023-03-14T18:00:00.000Z,ETH/USD,1759.6,1761.0,1730.72,1731.75,738.912813,1279612.26391275,2023,3
1678813200000,2023-03-14T17:00:00.000Z,ETH/USD,1768.49,1770.51,1754.27,1759.6,353.096281,621308.2160475999,2023,3
1678809600000,2023-03-14T16:00:00.000Z,ETH/USD,1774.69,1777.82,1754.0,1768.49,1089.528648,1926820.51870152,2023,3
1678806000000,2023-03-14T15:00:00.000Z,ETH/USD,1765.6,1780.87,1762.33,1774.69,720.567216,1278783.4325630402,2023,3
1678802400000,2023-03-14T14:00:00.000Z,ETH/USD,1739.93,1781.6,1728.4,1765.6,1056.311665,1865023.875724,2023,3
1678798800000,2023-03-14T13:00:00.000Z,ETH/USD,1745.22,1778.67,1731.66,1739.93,809.150723,1407865.61746939,2023,3
1678795200000,2023-03-14T12:00:00.000Z,ETH/USD,1690.35,1748.11,1684.45,1745.22,1524.398914,2660411.47269108,2023,3
1678791600000,2023-03-14T11:00:00.000Z,ETH/USD,1688.77,1697.25,1682.74,1690.35,140.979594,238304.85671789997,2023,3
1678788000000,2023-03-14T10:00:00.000Z,ETH/USD,1675.82,1690.0,1675.0,1688.77,478.868847,808699.34274819,2023,3
1678784400000,2023-03-14T09:00:00.000Z,ETH/USD,1676.27,1676.27,1670.11,1675.82,42.890546,71876.83479772,2023,3
1678780800000,2023-03-14T08:00:00.000Z,ETH/USD,1678.12,1680.0,1667.08,1676.27,56.129688,94088.51210376,2023,3
1678777200000,2023-03-14T07:00:00.000Z,ETH/USD,1682.12,1686.45,1670.99,1678.12,61.995972,104036.68053263999,2023,3
1678773600000,2023-03-14T06:00:00.000Z,ETH/USD,1681.78,1688.14,1680.0,1682.12,93.326964,156987.15268368,2023,3
1678770000000,2023-03-14T05:00:00.000Z,ETH/USD,1684.07,1702.0,1675.51,1681.78,342.927059,576727.8692850199,2023,3
1678766400000,2023-03-14T04:00:00.000Z,ETH/USD,1686.72,1687.07,1680.88,1684.07,53.449494,90012.68936058,2023,3
1678762800000,2023-03-14T03:00:00.000Z,ETH/USD,1679.22,1687.36,1676.62,1686.72,130.88668,220769.18088960001,2023,3
1678759200000,2023-03-14T02:00:00.000Z,ETH/USD,1683.55,1689.84,1677.92,1679.22,78.334335,131540.5820187,2023,3
1678755600000,2023-03-14T01:00:00.000Z,ETH/USD,1675.0,1685.47,1672.99,1683.55,279.060164,469811.73910219996,2023,3
1678752000000,2023-03-14T00:00:00.000Z,ETH/USD,1680.28,1688.0,1675.0,1675.0,466.714646,781747.03205,2023,3
1678748400000,2023-03-13T23:00:00.000Z,ETH/USD,1687.99,1688.0,1670.0,1680.28,264.171318,443881.78220903996,2023,3
