Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume Pair,Volume,Year,Month
1577833200000,2019-12-31T23:00:00.000Z,ETH/USD,128.68,128.85,127.82,128.84,857.650259,110499.65936956,2019,12
1577829600000,2019-12-31T22:00:00.000Z,ETH/USD,128.4,128.93,127.77,128.68,3050.50734967,392539.28575553565,2019,12
1577826000000,2019-12-31T21:00:00.000Z,ETH/USD,127.87,128.41,127.81,128.4,447.680372,57482.1597648,2019,12
1577822400000,2019-12-31T20:00:00.000Z,ETH/USD,127.86,128.3,127.86,127.87,151.71112827,19399.3019718849,2019,12
1577818800000,2019-12-31T19:00:00.000Z,ETH/USD,128.78,128.78,127.86,127.86,2450.93324784,313376.3250688224,2019,12
1577815200000,2019-12-31T18:00:00.000Z,ETH/USD,128.8,129.46,128.53,128.78,689.97566281,88855.0658566718,2019,12
1577811600000,2019-12-31T17:00:00.000Z,ETH/USD,129.65,129.65,128.43,128.8,189.08921750000002,24354.691214000006,2019,12
1577808000000,2019-12-31T16:00:00.000Z,ETH/USD,129.49,130.11,128.82,129.65,185.65386389,24070.0234533385,2019,12
1577804400000,2019-12-31T15:00:00.000Z,ETH/USD,131.67,131.67,128.69,129.49,1379.55154635,178638.12973686153,2019,12
1577800800000,2019-12-31T14:00:00.000Z,ETH/USD,131.3,133.37,130.9,131.67,1089.67182278,143477.0889054426,2019,12
1577797200000,2019-12-31T13:00:00.000Z,ETH/USD,131.26,131.58,131.25,131.3,8.286271000000001,1087.9873823000003,2019,12
1577793600000,2019-12-31T12:00:00.000Z,ETH/USD,131.83,131.83,130.8,131.26,635.72862419,83445.73921117939,2019,12
1577790000000,2019-12-31T11:00:00.000Z,ETH/USD,131.27,131.93,131.27,131.83,232.80144946,30690.215082311803,2019,12
1577786400000,2019-12-31T10:00:00.000Z,ETH/USD,131.08,131.9,131.08,131.27,39.616984,5200.521489680001,2019,12
1577782800000,2019-12-31T09:00:00.000Z,ETH/USD,131.31,131.83,131.0,131.08,103.26825005,13536.402216554003,2019,12
1577779200000,2019-12-31T08:00:00.000Z,ETH/USD,131.57,131.74,131.19,131.31,358.14917510000004,47028.56818238101,2019,12
1577775600000,2019-12-31T07:00:00.000Z,ETH/USD,132.18,132.18,131.46,131.57,275.19530062,36207.4457025734,2019,12
1577772000000,2019-12-31T06:00:00.000Z,ETH/USD,132.1,132.58,131.73,132.18,760.07504025,100466.718820245,2019,12
1577768400000,2019-12-31T05:00:00.000Z,ETH/USD,130.99,132.27,130.97,132.1,447.23485885,59079.724854085,2019,12
1577764800000,2019-12-31T04:00:00.000Z,ETH/USD,130.91,131.42,130.87,130.99,731.04858296,95760.0538819304,2019,12
1577761200000,2019-12-31T03:00:00.000Z,ETH/USD,130.97,131.35,130.62,130.91,527.27323982,69025.33982483619,2019,12
1577757600000,2019-12-31T02:00:00.000Z,ETH/USD,131.46,131.46,130.78,130.97,1667.37508922,218376.1154351434,2019,12
1577754000000,2019-12-31T01:00:00.000Z,ETH/USD,130.96,131.51,130.94,131.46,429.05903251,56404.1004137646,2019,12
1577750400000,2019-12-31T00:00:00.000Z,ETH/USD,131.0,131.05,130.45,130.96,266.59638635,34913.462756396,2019,12
1577746800000,2019-12-30T23:00:00.000Z,ETH/USD,132.11,132.26,130.73,131.0,356.35056945,46681.924597950005,2019,12
1577743200000,2019-12-30T22:00:00.000Z,ETH/USD,131.69,132.13,131.53,132.11,702.64156362,92825.97696983822,2019,12
