Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume Pair,Volume,Year,Month
1609455600000,2020-12-31T23:00:00.000Z,BTC/USD,29164.46,29170.67,28838.57,28979.74,51.0347984373,1478975.1896653604,2020,12
1609452000000,2020-12-31T22:00:00.000Z,BTC/USD,29002.39,29185.0,28942.2,29164.46,101.8604818991,2970705.949927026,2020,12
1609448400000,2020-12-31T21:00:00.000Z,BTC/USD,29170.0,29200.0,28953.16,29002.39,66.597817387,1931495.873006555,2020,12
1609444800000,2020-12-31T20:00:00.000Z,BTC/USD,28941.54,29180.0,28921.01,29170.0,96.8713114643,2825736.1554136313,2020,12
1609441200000,2020-12-31T19:00:00.000Z,BTC/USD,28923.07,29028.43,28784.14,28941.54,148.6370436399,4301784.943985912,2020,12
1609437600000,2020-12-31T18:00:00.000Z,BTC/USD,28592.88,28946.99,28510.96,28923.07,152.9344948089,4423335.098772451,2020,12
1609434000000,2020-12-31T17:00:00.000Z,BTC/USD,28396.92,28746.61,28388.22,28592.88,101.5329722921,2903120.0927913403,2020,12
1609430400000,2020-12-31T16:00:00.000Z,BTC/USD,28825.94,28849.0,28310.27,28396.92,81.8499908645,2324287.6425799374,2020,12
1609426800000,2020-12-31T15:00:00.000Z,BTC/USD,28402.08,28849.0,28393.63,28825.94,79.3389645292,2287020.231180847,2020,12
1609423200000,2020-12-31T14:00:00.000Z,BTC/USD,28539.6,28560.83,28118.15,28402.08,213.3603613632,6059878.052266516,2020,12
1609419600000,2020-12-31T13:00:00.000Z,BTC/USD,28680.59,28680.59,27950.0,28539.6,203.5416876756,5808998.349586554,2020,12
1609416000000,2020-12-31T12:00:00.000Z,BTC/USD,28978.35,29000.0,28441.56,28680.59,87.6343949822,2513406.152382536,2020,12
1609412400000,2020-12-31T11:00:00.000Z,BTC/USD,29170.93,29170.93,28910.23,28978.35,20.4766258407,593378.8304308488,2020,12
1609408800000,2020-12-31T10:00:00.000Z,BTC/USD,29002.03,29183.25,28980.15,29170.93,22.0652085845,643662.6550538485,2020,12
1609405200000,2020-12-31T09:00:00.000Z,BTC/USD,28937.34,29088.83,28589.78,29002.03,45.4701379442,1318726.3047618265,2020,12
1609401600000,2020-12-31T08:00:00.000Z,BTC/USD,29182.03,29239.3,28775.0,28937.34,50.7173003417,1467623.763869889,2020,12
1609398000000,2020-12-31T07:00:00.000Z,BTC/USD,28879.66,29299.89,28879.66,29182.03,40.764175789,1189581.4007998717,2020,12
