Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume Pair,Volume,Year,Month
1678921200000,2023-03-15T23:00:00.000Z,BTC/USD,24478.51,24529.48,24333.0,24386.43,8.57204859,209041.6628966337,2023,3
1678917600000,2023-03-15T22:00:00.000Z,BTC/USD,24525.44,24751.92,24415.94,24478.51,31.9244782,781463.658863482,2023,3
1678914000000,2023-03-15T21:00:00.000Z,BTC/USD,24411.87,24553.41,24385.52,24525.44,21.81095008,534923.1475300352,2023,3
1678910400000,2023-03-15T20:00:00.000Z,BTC/USD,24428.92,24517.51,24305.35,24411.87,37.13626789,906565.7440158542,2023,3
1678906800000,2023-03-15T19:00:00.000Z,BTC/USD,24461.16,24535.52,24242.71,24428.92,29.32380438,716348.8712946695,2023,3
1678903200000,2023-03-15T18:00:00.000Z,BTC/USD,24356.62,24569.28,24198.75,24461.16,41.88571806,1024573.2511805496,2023,3
1678899600000,2023-03-15T17:00:00.000Z,BTC/USD,24192.08,24422.55,23944.83,24356.62,56.34216837,1372304.7849641093,2023,3
1678896000000,2023-03-15T16:00:00.000Z,BTC/USD,24540.96,24582.89,24138.38,24192.08,36.9238406,893264.5057024481,2023,3
1678892400000,2023-03-15T15:00:00.000Z,BTC/USD,24814.98,24896.93,24449.7,24540.96,50.31781228,1234847.4184509888,2023,3
1678888800000,2023-03-15T14:00:00.000Z,BTC/USD,24891.81,25048.89,24528.95,24814.98,48.62223461,1206559.7794024579,2023,3
1678885200000,2023-03-15T13:00:00.000Z,BTC/USD,24922.5,25261.06,24877.82,24891.81,25.36016699,631260.458283352,2023,3
1678881600000,2023-03-15T12:00:00.000Z,BTC/USD,24868.08,25284.77,24537.59,24922.5,25.08619121,625210.600431225,2023,3
1678878000000,2023-03-15T11:00:00.000Z,BTC/USD,24648.55,24928.92,24399.18,24868.08,6.97245399,173391.5436196392,2023,3
1678874400000,2023-03-15T10:00:00.000Z,BTC/USD,24675.59,24750.72,24529.87,24648.55,5.82063812,143470.289732726,2023,3
1678870800000,2023-03-15T09:00:00.000Z,BTC/USD,24872.47,24906.65,24607.46,24675.59,11.43633405,282198.2901208395,2023,3
1678867200000,2023-03-15T08:00:00.000Z,BTC/USD,25008.3,25036.83,24872.47,24872.47,14.57922851,362621.4237381197,2023,3
1678863600000,2023-03-15T07:00:00.000Z,BTC/USD,24887.65,25023.0,24845.89,25008.3,6.04992602,151298.364885966,2023,3
1678860000000,2023-03-15T06:00:00.000Z,BTC/USD,24813.78,24940.12,24733.47,24887.65,5.05242766,125743.05125239902,2023,3
1678856400000,2023-03-15T05:00:00.000Z,BTC/USD,24906.38,24977.98,24800.0,24813.78,3.53961039,87831.1135031742,2023,3
1678852800000,2023-03-15T04:00:00.000Z,BTC/USD,24809.79,24917.17,24774.44,24906.38,2.55220854,63566.27573648521,2023,3
1678849200000,2023-03-15T03:00:00.000Z,BTC/USD,24915.87,24933.34,24703.12,24809.79,30.32490018,752354.4052367622,2023,3
1678845600000,2023-03-15T02:00:00.000Z,BTC/USD,24996.65,25076.33,24893.51,24915.87,16.48593315,410761.3671940905,2023,3
1678842000000,2023-03-15T01:00:00.000Z,BTC/USD,24800.0,25153.04,24743.86,24996.65,102.44249668,2560719.2346361224,2023,3
1678838400000,2023-03-15T00:00:00.000Z,BTC/USD,24767.85,24800.0,24400.41,24800.0,28.36819795,703531.30916,2023,3
1678834800000,2023-03-14T23:00:00.000Z,BTC/USD,24792.17,24855.99,24701.92,24767.85,11.05269334,273751.450741119,2023,3
1678831200000,2023-03-14T22:00:00.000Z,BTC/USD,24604.04,24860.6,24493.06,24792.17,48.9005844,1212351.6015441478,2023,3
1678827600000,2023-03-14T21:00:00.000Z,BTC/USD,24640.94,24669.66,24047.19,24604.04,56.17804781,1382206.9354391524,2023,3
1678824000000,2023-03-14T20:00:00.000Z,BTC/USD,25166.18,25223.43,24562.78,24640.94,62.38388392,1537197.5406396848,2023,3
1678820400000,2023-03-14T19:00:00.000Z,BTC/USD,25065.64,25169.89,24268.43,25166.18,105.2715022,2649281.573235596,2023,3
1678816800000,2023-03-14T18:00:00.000Z,BTC/USD,25694.35,25699.55,24922.3,25065.64,53.7672172,1347709.710137008,2023,3
1678813200000,2023-03-14T17:00:00.000Z,BTC/USD,25934.14,25957.38,25661.45,25694.35,42.59987691,1094576.1472824584,2023,3
1678809600000,2023-03-14T16:00:00.000Z,BTC/USD,25979.19,26074.59,25801.79,25934.14,64.44023568,1671202.093758115,2023,3
1678806000000,2023-03-14T15:00:00.000Z,BTC/USD,25913.73,26023.11,25852.94,25979.19,45.75380894,1188646.8956759586,2023,3
1678802400000,2023-03-14T14:00:00.000Z,BTC/USD,25860.92,26163.27,25729.35,25913.73,51.0044181,1321714.7194505131,2023,3
1678798800000,2023-03-14T13:00:00.000Z,BTC/USD,25972.2,26523.58,25714.93,25860.92,140.11681972,3623549.865433342,2023,3
1678795200000,2023-03-14T12:00:00.000Z,BTC/USD,24851.78,26148.39,24724.3,25972.2,238.55723695,6195856.26951279,2023,3
1678791600000,2023-03-14T11:00:00.000Z,BTC/USD,24677.52,24926.23,24580.58,24851.78,15.12730333,375940.4143504274,2023,3
1678788000000,2023-03-14T10:00:00.000Z,BTC/USD,24390.44,24715.65,24365.82,24677.52,22.44078021,553782.8024478792,2023,3
1678784400000,2023-03-14T09:00:00.000Z,BTC/USD,24373.99,24395.44,24278.9,24390.44,9.58782768,233851.3357593792,2023,3
1678780800000,2023-03-14T08:00:00.000Z,BTC/USD,24406.41,24446.3,24300.0,24373.99,23.68564117,577313.5810211684,2023,3
1678777200000,2023-03-14T07:00:00.000Z,BTC/USD,24492.54,24558.2,24320.12,24406.41,10.72106215,261662.63846838148,2023,3
1678773600000,2023-03-14T06:00:00.000Z,BTC/USD,24459.03,24591.76,24448.51,24492.54,5.80136864,142090.2534699456,2023,3
1678770000000,2023-03-14T05:00:00.000Z,BTC/USD,24557.92,24950.0,24383.7,24459.03,47.18109103,1154003.7209355007,2023,3
1678766400000,2023-03-14T04:00:00.000Z,BTC/USD,24508.94,24564.9,24474.05,24557.92,15.62764433,383782.4392445936,2023,3
1678762800000,2023-03-14T03:00:00.000Z,BTC/USD,24398.53,24540.34,24344.05,24508.94,30.28543214,742263.8391933315,2023,3
1678759200000,2023-03-14T02:00:00.000Z,BTC/USD,24523.52,24592.15,24372.11,24398.53,37.70048131,919836.3242564743,2023,3
1678755600000,2023-03-14T01:00:00.000Z,BTC/USD,24301.22,24523.84,24264.04,24523.52,29.2105597,716345.745014144,2023,3
1678752000000,2023-03-14T00:00:00.000Z,BTC/USD,24236.61,24343.63,24125.0,24301.22,19.13788714,465074.0057243108,2023,3
1678748400000,2023-03-13T23:00:00.000Z,BTC/USD,24327.25,24336.11,24100.0,24236.61,21.225698,514438.96440378006,2023,3
1678744800000,2023-03-13T22:00:00.000Z,BTC/USD,24239.6,24370.68,24239.6,24327.25,14.00684091,340747.9205277975,2023,3
1678741200000,2023-03-13T21:00:00.000Z,BTC/USD,24238.68,24325.0,24123.58,24239.6,31.62520986,766582.4369224559,2023,3
1678737600000,2023-03-13T20:00:00.000Z,BTC/USD,24367.88,24411.0,24160.62,24238.68,38.63449371,936449.1299987028,2023,3
1678734000000,2023-03-13T19:00:00.000Z,BTC/USD,24335.24,24467.38,24181.06,24367.88,47.88691578,1166902.6172971465,2023,3
1678730400000,2023-03-13T18:00:00.000Z,BTC/USD,24221.21,24368.58,24063.6,24335.24,131.99233868,3212065.2399390833,2023,3
1678726800000,2023-03-13T17:00:00.000Z,BTC/USD,24111.84,24267.93,23951.95,24221.21,63.26861282,1532442.357521912,2023,3
1678723200000,2023-03-13T16:00:00.000Z,BTC/USD,24144.83,24346.99,23888.8,24111.84,79.1647911,1908808.776636624,2023,3
1678719600000,2023-03-13T15:00:00.000Z,BTC/USD,23681.88,24689.7,23681.88,24144.83,147.15744196,3553091.419359067,2023,3
1678716000000,2023-03-13T14:00:00.000Z,BTC/USD,22711.06,23773.04,22675.7,23681.88,207.70745109,4918902.93181925,2023,3
1678712400000,2023-03-13T13:00:00.000Z,BTC/USD,22325.29,22898.99,22325.29,22711.06,70.89102948,1610010.4239820489,2023,3
1678708800000,2023-03-13T12:00:00.000Z,BTC/USD,22345.15,22366.26,22207.07,22325.29,15.49278742,345880.97205985186,2023,3
1678705200000,2023-03-13T11:00:00.000Z,BTC/USD,22330.89,22408.97,22245.81,22345.15,36.23825398,809749.2209211971,2023,3
1678701600000,2023-03-13T10:00:00.000Z,BTC/USD,22233.58,22384.74,22127.01,22330.89,10.76358856,240360.51213861842,2023,3
1678698000000,2023-03-13T09:00:00.000Z,BTC/USD,22393.59,22529.27,22127.0,22233.58,26.3461041,585768.2131956781,2023,3
1678694400000,2023-03-13T08:00:00.000Z,BTC/USD,22622.7,22676.32,22362.83,22393.59,12.98825328,290853.6187684752,2023,3
1678690800000,2023-03-13T07:00:00.000Z,BTC/USD,22519.58,22624.84,22484.67,22622.7,8.41108135,190281.370056645,2023,3
1678687200000,2023-03-13T06:00:00.000Z,BTC/USD,22515.35,22603.51,22407.16,22519.58,18.85049305,424505.18627891905,2023,3
1678683600000,2023-03-13T05:00:00.000Z,BTC/USD,22481.27,22526.28,22408.36,22515.35,18.31111664,412281.200040424,2023,3
1678680000000,2023-03-13T04:00:00.000Z,BTC/USD,22472.4,22764.5,22472.4,22481.27,53.10456661,1193858.1001923948,2023,3
1678676400000,2023-03-13T03:00:00.000Z,BTC/USD,22511.25,22519.96,22406.7,22472.4,34.36197356,772196.0146297441,2023,3
1678672800000,2023-03-13T02:00:00.000Z,BTC/USD,23200.0,23200.01,22467.47,22511.25,95.27399611,2144736.7449312373,2023,3
1678669200000,2023-03-13T01:00:00.000Z,BTC/USD,22685.1,23287.99,22633.33,23200.0,50.40842722,1169475.511504,2023,3
1678665600000,2023-03-13T00:00:00.000Z,BTC/USD,22413.76,22892.94,22280.23,22685.1,51.80225278,1175139.284539578,2023,3
1678662000000,2023-03-12T23:00:00.000Z,BTC/USD,22283.55,22419.63,21930.49,22413.76,61.45888553,1377524.7101368927,2023,3
1678658400000,2023-03-12T22:00:00.000Z,BTC/USD,22005.0,22999.99,21770.0,22283.55,34.8671674,776964.26811627,2023,3
1678654800000,2023-03-12T21:00:00.000Z,BTC/USD,21972.7,22005.34,21607.34,22005.0,39.5139043,869503.4641215,2023,3
