Timestamp,Date,Symbol,Open,High,Low,Close,Volume_Pair,Volume,Year,Month
1640991600000,2021-12-31T23:00:00.000Z,BTC/USD,46320.28,46505.53,46145.36,46220.0,57.17918743,2642822.0430146,2021,12
1640988000000,2021-12-31T22:00:00.000Z,BTC/USD,46329.08,46562.39,46229.88,46320.28,32.75194148,1517079.0998972144,2021,12
1640984400000,2021-12-31T21:00:00.000Z,BTC/USD,45888.94,46491.85,45788.1,46329.08,120.84511218,5598642.869796195,2021,12
1640980800000,2021-12-31T20:00:00.000Z,BTC/USD,45707.67,46203.41,45659.55,45888.94,152.31825996,6989723.492208843,2021,12
1640977200000,2021-12-31T19:00:00.000Z,BTC/USD,46666.97,46666.97,45641.11,45707.67,171.2867145,7829116.621750214,2021,12
1640973600000,2021-12-31T18:00:00.000Z,BTC/USD,47029.58,47029.58,46506.82,46666.97,141.19874985,6589317.823287455,2021,12
1640970000000,2021-12-31T17:00:00.000Z,BTC/USD,47468.49,47536.6,46900.0,47029.58,55.58540059,2614158.043879452,2021,12
1640966400000,2021-12-31T16:00:00.000Z,BTC/USD,47966.55,48110.33,47431.9,47468.49,94.80394942,4500200.325003776,2021,12
1640962800000,2021-12-31T15:00:00.000Z,BTC/USD,47988.64,48097.0,47866.45,47966.55,109.92595432,5272768.784187997,2021,12
1640959200000,2021-12-31T14:00:00.000Z,BTC/USD,47955.59,48181.0,47851.0,47988.64,46.35004871,2224275.8015266545,2021,12
1640955600000,2021-12-31T13:00:00.000Z,BTC/USD,47976.35,48071.0,47898.27,47955.59,10.16307676,487376.34224108834,2021,12
1640952000000,2021-12-31T12:00:00.000Z,BTC/USD,47974.85,48119.04,47844.7,47976.35,27.24919698,1307317.011531423,2021,12
1640948400000,2021-12-31T11:00:00.000Z,BTC/USD,47980.78,48204.0,47918.61,47974.85,38.72138998,1857652.876082003,2021,12
1640944800000,2021-12-31T10:00:00.000Z,BTC/USD,48321.54,48471.61,47950.32,47980.78,23.12176461,1109400.3009641957,2021,12
1640941200000,2021-12-31T09:00:00.000Z,BTC/USD,48459.08,48578.35,48264.33,48321.54,25.47476926,1230980.0817878603,2021,12
1640937600000,2021-12-31T08:00:00.000Z,BTC/USD,47179.26,48542.47,47030.39,48459.08,106.1394201,5143418.649779508,2021,12
1640934000000,2021-12-31T07:00:00.000Z,BTC/USD,47397.51,47450.42,46827.54,47179.26,33.76760947,1593130.8267635922,2021,12
1640930400000,2021-12-31T06:00:00.000Z,BTC/USD,47291.75,47552.8,47181.24,47397.51,7.85227344,372178.20889513445,2021,12
1640926800000,2021-12-31T05:00:00.000Z,BTC/USD,47349.97,47409.91,47224.01,47291.75,17.2569041,816109.194471175,2021,12
1640923200000,2021-12-31T04:00:00.000Z,BTC/USD,47207.99,47448.31,47158.18,47349.97,34.80241109,1647893.1210391673,2021,12
1640919600000,2021-12-31T03:00:00.000Z,BTC/USD,46988.38,47280.13,46905.83,47207.99,18.13052856,855905.8109551943,2021,12
1640916000000,2021-12-31T02:00:00.000Z,BTC/USD,47140.67,47140.67,46800.0,46988.38,56.06497021,2634402.1249161595,2021,12
1640912400000,2021-12-31T01:00:00.000Z,BTC/USD,47102.28,47326.78,46840.48,47140.67,35.54390238,1675563.3726077946,2021,12
1640908800000,2021-12-31T00:00:00.000Z,BTC/USD,47124.24,47386.55,46856.92,47102.28,30.35198993,1429647.9282400403,2021,12
1640905200000,2021-12-30T23:00:00.000Z,BTC/USD,47071.54,47245.69,46960.0,47124.24,23.73541384,1118513.3382954816,2021,12
1640901600000,2021-12-30T22:00:00.000Z,BTC/USD,47278.45,47313.46,46754.52,47071.54,77.74670733,3659657.2439523884,2021,12
1640898000000,2021-12-30T21:00:00.000Z,BTC/USD,47229.31,47348.85,46932.93,47278.45,65.04385153,3075172.4823685284,2021,12
1640894400000,2021-12-30T20:00:00.000Z,BTC/USD,47554.16,47697.45,47107.26,47229.31,61.06025928,2883833.9142154963,2021,12
1640890800000,2021-12-30T19:00:00.000Z,BTC/USD,47885.75,47925.36,47540.0,47554.16,46.58744892,2215426.9999335073,2021,12
1640887200000,2021-12-30T18:00:00.000Z,BTC/USD,47677.83,47949.3,47501.0,47885.75,61.56720878,2948191.9678368852,2021,12
1640883600000,2021-12-30T17:00:00.000Z,BTC/USD,47604.37,47774.59,47500.0,47677.83,74.63268149,3558324.3005243666,2021,12
1640880000000,2021-12-30T16:00:00.000Z,BTC/USD,47155.08,47647.95,47121.95,47604.37,54.60297964,2599340.445885027,2021,12
1640876400000,2021-12-30T15:00:00.000Z,BTC/USD,47351.98,47500.0,47136.52,47155.08,76.46679995,3605798.068986246,2021,12
1640872800000,2021-12-30T14:00:00.000Z,BTC/USD,47337.29,47447.35,47194.67,47351.98,43.55760038,2062538.6220417523,2021,12
1640869200000,2021-12-30T13:00:00.000Z,BTC/USD,47542.41,47566.96,47318.92,47337.29,20.85453678,987197.2553705262,2021,12
1640865600000,2021-12-30T12:00:00.000Z,BTC/USD,47534.64,47731.34,47390.0,47542.41,52.93622621,2516715.7703285664,2021,12
1640862000000,2021-12-30T11:00:00.000Z,BTC/USD,46951.76,47569.7,46901.81,47534.64,39.08168376,1857733.7681254463,2021,12
