Timestamp,Date,Symbol,Open,High,Low,Close,Volume_Pair,Volume,Year,Month
1483225200,2016-12-31T23:00:00.000Z,ETH/BTC,0.00824,0.00824,0.00824,0.00824,0.0,0.0,2016,12
1483221600,2016-12-31T22:00:00.000Z,ETH/BTC,0.00824,0.00824,0.00824,0.00824,0.0,0.0,2016,12
1483218000,2016-12-31T21:00:00.000Z,ETH/BTC,0.00824,0.00824,0.00824,0.00824,0.0,0.0,2016,12
1483214400,2016-12-31T20:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00824,0.00824,221.61925899999997,1.8261426941599999,2016,12
1483210800,2016-12-31T19:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483207200,2016-12-31T18:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483203600,2016-12-31T17:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483200000,2016-12-31T16:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483196400,2016-12-31T15:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483192800,2016-12-31T14:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483189200,2016-12-31T13:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483185600,2016-12-31T12:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483182000,2016-12-31T11:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483178400,2016-12-31T10:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483174800,2016-12-31T09:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483171200,2016-12-31T08:00:00.000Z,ETH/BTC,0.00836,0.00836,0.00836,0.00836,0.0,0.0,2016,12
1483167600,2016-12-31T07:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00836,0.00836,1.71,0.014295599999999999,2016,12
1483164000,2016-12-31T06:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483160400,2016-12-31T05:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483156800,2016-12-31T04:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483153200,2016-12-31T03:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483149600,2016-12-31T02:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483146000,2016-12-31T01:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483142400,2016-12-31T00:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,221.48394199999998,1.99999999626,2016,12
1483138800,2016-12-30T23:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483135200,2016-12-30T22:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483131600,2016-12-30T21:00:00.000Z,ETH/BTC,0.00903,0.00903,0.00903,0.00903,0.0,0.0,2016,12
1483128000,2016-12-30T20:00:00.000Z,ETH/BTC,0.00889,0.00903,0.00889,0.00903,0.03,2.7089999999999997E-4,2016,12
1483124400,2016-12-30T19:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483120800,2016-12-30T18:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483117200,2016-12-30T17:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483113600,2016-12-30T16:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483110000,2016-12-30T15:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483106400,2016-12-30T14:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483102800,2016-12-30T13:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483099200,2016-12-30T12:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483095600,2016-12-30T11:00:00.000Z,ETH/BTC,0.00889,0.00889,0.00889,0.00889,0.0,0.0,2016,12
1483092000,2016-12-30T10:00:00.000Z,ETH/BTC,0.00891,0.00891,0.00889,0.00889,40.059,0.35612451,2016,12
1483088400,2016-12-30T09:00:00.000Z,ETH/BTC,0.00899,0.00899,0.00891,0.00891,98.7433,0.879802803,2016,12
1483084800,2016-12-30T08:00:00.000Z,ETH/BTC,0.00899,0.00899,0.00899,0.00899,0.0,0.0,2016,12
