Timestamp,Date,Symbol,Open,High,Low,Close,Volume_Pair,Volume,Year,Month
1546297200000,2018-12-31T23:00:00.000Z,BTC/USD,3676.32,3697.95,3676.32,3692.35,326.3519472882,1205005.6125695852,2018,12
1546293600000,2018-12-31T22:00:00.000Z,BTC/USD,3675.09,3680.88,3660.59,3676.32,286.62850679,1053738.112082213,2018,12
1546290000000,2018-12-31T21:00:00.000Z,BTC/USD,3678.0,3684.59,3665.6,3675.09,150.314564613,552419.5532635901,2018,12
1546286400000,2018-12-31T20:00:00.000Z,BTC/USD,3691.39,3691.39,3662.11,3678.0,244.81352466290002,900424.1437101463,2018,12
1546282800000,2018-12-31T19:00:00.000Z,BTC/USD,3752.01,3753.01,3621.93,3691.39,708.0577830814,2613717.419888849,2018,12
1546279200000,2018-12-31T18:00:00.000Z,BTC/USD,3746.49,3756.31,3743.96,3752.01,127.3036187416,477644.45055467065,2018,12
1546275600000,2018-12-31T17:00:00.000Z,BTC/USD,3755.96,3760.0,3730.47,3746.49,315.33088464599996,1181384.0060173923,2018,12
1546272000000,2018-12-31T16:00:00.000Z,BTC/USD,3766.0,3788.83,3742.15,3755.96,159.6885966482,599783.9814667732,2018,12
1546268400000,2018-12-31T15:00:00.000Z,BTC/USD,3782.0,3799.2,3736.5,3766.0,347.43934041110003,1308456.5559882028,2018,12
1546264800000,2018-12-31T14:00:00.000Z,BTC/USD,3752.8,3794.0,3749.99,3782.0,53.374803183800005,201863.5056411316,2018,12
1546261200000,2018-12-31T13:00:00.000Z,BTC/USD,3753.84,3762.22,3748.99,3752.8,41.484990188400005,155684.87117902754,2018,12
1546257600000,2018-12-31T12:00:00.000Z,BTC/USD,3745.25,3758.29,3736.88,3753.84,67.1658793657,252129.96459813928,2018,12
1546254000000,2018-12-31T11:00:00.000Z,BTC/USD,3799.57,3799.57,3705.0,3745.25,196.84712355,737241.6894756375,2018,12
1546250400000,2018-12-31T10:00:00.000Z,BTC/USD,3800.0,3805.08,3795.0,3799.57,158.2169966274,601156.5538755702,2018,12
1546246800000,2018-12-31T09:00:00.000Z,BTC/USD,3783.32,3820.5,3781.38,3800.0,109.9907069476,417964.68640088,2018,12
1546243200000,2018-12-31T08:00:00.000Z,BTC/USD,3782.9,3784.49,3769.57,3783.32,94.72034917,358357.3914218444,2018,12
1546239600000,2018-12-31T07:00:00.000Z,BTC/USD,3786.32,3788.98,3781.21,3782.9,47.005935967,177818.7551695643,2018,12
1546236000000,2018-12-31T06:00:00.000Z,BTC/USD,3781.89,3786.93,3776.95,3786.32,35.0556032957,132731.73187057485,2018,12
1546232400000,2018-12-31T05:00:00.000Z,BTC/USD,3786.52,3786.52,3770.81,3781.89,42.5540333814,160934.67330478283,2018,12
1546228800000,2018-12-31T04:00:00.000Z,BTC/USD,3784.93,3792.28,3778.07,3786.52,88.4004119591,334729.9278913713,2018,12
1546225200000,2018-12-31T03:00:00.000Z,BTC/USD,3771.6,3785.9,3768.31,3784.93,68.5258798732,259365.65850847086,2018,12
